image,bbox_x1,bbox_y1,bbox_x2,bbox_y2,palm_class,environment_class
palmera_309387.png,744,657,789,702,3,3
palmera_309387.png,743,682,788,727,3,3
palmera_309387.png,755,679,800,724,3,3
palmera_309387.png,756,664,801,709,3,3
palmera_309387.png,730,681,775,726,3,3
palmera_309387.png,730,664,775,709,3,3
palmera_309387.png,730,654,775,699,3,3
palmera_309387.png,730,641,775,686,3,3
palmera_309387.png,744,631,789,676,3,3
palmera_309387.png,753,633,798,678,3,3
palmera_309387.png,756,647,801,692,3,3
palmera_309387.png,743,619,788,664,3,3
palmera_309387.png,753,606,798,651,3,3
palmera_309387.png,753,591,798,636,3,3
palmera_309387.png,754,619,799,664,3,3
palmera_309387.png,943,457,988,502,3,3
palmera_309387.png,755,578,800,623,3,3
palmera_309387.png,743,560,788,605,3,3
palmera_309387.png,731,573,776,618,3,3
palmera_309387.png,219,493,264,538,3,3
palmera_309387.png,504,307,549,352,3,3
palmera_309387.png,505,340,550,385,3,3
palmera_309387.png,562,346,607,391,3,3
palmera_309387.png,558,356,603,401,3,3
palmera_309387.png,674,378,719,423,3,3
palmera_309387.png,662,340,707,385,3,3
palmera_309387.png,653,358,698,403,3,3
palmera_309387.png,647,348,692,393,3,3
palmera_309387.png,641,337,686,382,3,3
palmera_309387.png,650,316,695,361,3,3
palmera_309387.png,620,318,665,363,3,3
palmera_309387.png,611,309,656,354,3,3
palmera_309387.png,633,318,678,363,3,3
palmera_309387.png,959,566,1004,611,3,3
palmera_309387.png,967,568,1012,613,3,3
palmera_309387.png,979,571,1024,616,3,3
palmera_309387.png,993,628,1038,673,3,3
palmera_309387.png,988,597,1033,642,3,3
palmera_309387.png,971,518,1016,563,3,3
palmera_309387.png,991,399,1036,444,3,3
palmera_309387.png,988,387,1033,432,3,3
palmera_309387.png,979,366,1024,411,3,3
palmera_309387.png,962,363,1007,408,3,3
palmera_309387.png,989,285,1034,330,3,3
palmera_309387.png,975,282,1020,327,3,3
palmera_309387.png,962,277,1007,322,3,3
palmera_309387.png,642,277,687,322,3,3
palmera_309387.png,669,297,714,342,3,3
palmera_309387.png,654,288,699,333,3,3
palmera_309387.png,631,282,676,327,3,3
palmera_309387.png,626,283,671,328,3,3
palmera_309387.png,619,301,664,346,3,3
palmera_309387.png,497,296,542,341,3,3
palmera_309387.png,477,276,522,321,3,3
palmera_309387.png,456,251,501,296,3,3
palmera_309387.png,656,271,701,316,3,3
palmera_309387.png,643,267,688,312,3,3
palmera_309387.png,624,273,669,318,3,3
palmera_309387.png,616,284,661,329,3,3
palmera_309387.png,613,270,658,315,3,3
palmera_309387.png,622,264,667,309,3,3
palmera_309387.png,628,256,673,301,3,3
palmera_309387.png,618,256,663,301,3,3
palmera_309387.png,598,247,643,292,3,3
palmera_309387.png,610,262,655,307,3,3
palmera_309387.png,605,281,650,326,3,3
palmera_309387.png,598,268,643,313,3,3
palmera_309387.png,591,288,636,333,3,3
palmera_309387.png,585,280,630,325,3,3
palmera_309387.png,579,272,624,317,3,3
palmera_309387.png,586,262,631,307,3,3
palmera_309387.png,591,259,636,304,3,3
palmera_309387.png,588,252,633,297,3,3
palmera_309387.png,594,238,639,283,3,3
palmera_309387.png,573,238,618,283,3,3
palmera_309387.png,579,253,624,298,3,3
palmera_309387.png,572,267,617,312,3,3
palmera_309387.png,564,255,609,300,3,3
palmera_309387.png,293,304,338,349,3,3
palmera_309387.png,259,283,304,328,3,3
palmera_309387.png,428,229,473,274,3,3
palmera_309387.png,401,233,446,278,3,3
palmera_309387.png,411,249,456,294,3,3
palmera_309387.png,416,254,461,299,3,3
palmera_309387.png,417,268,462,313,3,3
palmera_309387.png,412,265,457,310,3,3
palmera_309387.png,407,258,452,303,3,3
palmera_309387.png,402,251,447,296,3,3
palmera_309387.png,397,244,442,289,3,3
palmera_309387.png,394,238,439,283,3,3
palmera_309387.png,386,226,431,271,3,3
palmera_309387.png,382,219,427,264,3,3
palmera_309787.png,223,220,268,265,3,4
palmera_309787.png,386,509,431,554,3,4
palmera_309787.png,421,372,466,417,3,4
palmera_309787.png,486,341,531,386,3,4
palmera_309787.png,518,308,563,353,3,4
palmera_309787.png,545,305,590,350,3,4
palmera_309787.png,322,241,367,286,3,4
palmera_309787.png,307,220,352,265,3,4
palmera_309787.png,290,190,335,235,3,4
palmera_309787.png,301,191,346,236,3,4
palmera_309787.png,286,169,331,214,3,4
palmera_309787.png,280,151,325,196,3,4
palmera_309787.png,245,130,290,175,3,4
palmera_309787.png,233,180,278,225,3,4
palmera_309787.png,223,179,268,224,3,4
palmera_309787.png,440,45,485,90,3,4
palmera_309787.png,407,35,452,80,3,4
palmera_309787.png,388,26,433,71,3,4
palmera_309787.png,368,20,413,65,3,4
palmera_309787.png,350,12,395,57,3,4
palmera_309787.png,347,-8,392,36,3,4
palmera_309787.png,592,-18,637,26,3,5
palmera_309787.png,697,583,742,628,3,5
palmera_309787.png,704,603,749,648,3,5
palmera_309787.png,746,243,791,288,3,4
palmera_309787.png,657,294,702,339,3,4
palmera_309787.png,930,478,975,523,3,4
palmera_309787.png,775,513,820,558,3,4
palmera_309787.png,730,516,775,561,3,4
palmera_309787.png,647,11,692,56,3,5
palmera_309787.png,633,4,678,49,3,5
palmera_309787.png,616,-3,661,41,3,5
palmera_310187.png,955,532,1000,577,3,5
palmera_310187.png,967,517,1012,562,3,5
palmera_310187.png,651,404,696,449,3,4
palmera_310187.png,482,482,527,527,3,5
palmera_310187.png,200,684,245,729,3,4
palmera_310187.png,486,341,531,386,3,4
palmera_310187.png,498,292,543,337,3,4
palmera_310187.png,543,213,588,258,3,4
palmera_310187.png,540,203,585,248,3,4
palmera_310187.png,811,306,856,351,3,4
palmera_310187.png,783,331,828,376,3,5
palmera_310187.png,758,247,803,292,3,4
palmera_310187.png,732,210,777,255,3,4
palmera_310187.png,782,147,827,192,3,4
palmera_310187.png,708,169,753,214,3,4
palmera_310187.png,678,116,723,161,3,4
palmera_310187.png,795,0,840,44,3,4
palmera_310187.png,618,3,663,48,3,4
palmera_310587.png,845,536,890,581,3,4
palmera_310587.png,645,647,690,692,3,5
palmera_310587.png,651,584,696,629,3,5
palmera_310587.png,645,520,690,565,3,5
palmera_310587.png,610,402,655,447,3,5
palmera_310587.png,507,410,552,455,3,5
palmera_310587.png,480,412,525,457,3,5
palmera_310587.png,468,405,513,450,3,5
palmera_310587.png,484,394,529,439,3,5
palmera_310587.png,477,377,522,422,3,5
palmera_310587.png,499,383,544,428,3,5
palmera_310587.png,517,373,562,418,3,5
palmera_310587.png,503,349,548,394,3,5
palmera_310587.png,476,343,521,388,3,5
palmera_310587.png,486,341,531,386,3,5
palmera_310587.png,731,214,776,259,3,5
palmera_310587.png,718,212,763,257,3,5
palmera_310587.png,572,342,617,387,3,5
palmera_310587.png,524,335,569,380,3,5
palmera_310587.png,514,317,559,362,3,5
palmera_310587.png,481,337,526,382,3,5
palmera_310587.png,487,318,532,363,3,5
palmera_310587.png,490,301,535,346,3,5
palmera_310587.png,491,202,536,247,3,5
palmera_310587.png,463,137,508,182,3,5
palmera_310587.png,444,81,489,126,3,5
palmera_310587.png,418,24,463,69,3,5
palmera_310587.png,980,319,1025,364,3,4
palmera_310587.png,969,294,1014,339,3,4
palmera_310587.png,959,278,1004,323,3,4
palmera_310587.png,942,240,987,285,3,4
palmera_310587.png,932,226,977,271,3,4
palmera_310587.png,925,208,970,253,3,4
palmera_310587.png,926,199,971,244,3,4
palmera_310587.png,917,193,962,238,3,4
palmera_310587.png,921,182,966,227,3,4
palmera_310587.png,907,178,952,223,3,4
palmera_310587.png,900,160,945,205,3,4
palmera_310587.png,903,150,948,195,3,4
palmera_310587.png,894,146,939,191,3,4
palmera_310587.png,895,139,940,184,3,4
palmera_310587.png,884,134,929,179,3,4
palmera_310587.png,889,124,934,169,3,4
palmera_310587.png,878,121,923,166,3,4
palmera_310987.png,538,325,583,370,3,3
palmera_310987.png,520,330,565,375,3,3
palmera_310987.png,501,336,546,381,3,3
palmera_310987.png,486,341,531,386,3,3
palmera_310987.png,465,349,510,394,3,3
palmera_310987.png,395,382,440,427,3,3
palmera_310987.png,375,395,420,440,3,3
palmera_310987.png,348,407,393,452,3,3
palmera_310987.png,327,426,372,471,3,3
palmera_310987.png,247,461,292,506,3,3
palmera_310987.png,225,468,270,513,3,3
palmera_310987.png,169,490,214,535,3,3
palmera_310987.png,154,500,199,545,3,3
palmera_310987.png,111,512,156,557,3,3
palmera_310987.png,83,528,128,573,3,3
palmera_310987.png,-18,554,26,599,3,3
palmera_310987.png,339,-18,384,26,3,2
palmera_310987.png,317,-18,362,26,3,2
palmera_310987.png,301,42,346,87,3,2
palmera_310987.png,380,127,425,172,3,2
palmera_310987.png,228,40,273,85,3,2
palmera_310987.png,332,170,377,215,3,2
palmera_310987.png,209,95,254,140,3,2
palmera_310987.png,388,85,433,130,3,2
palmera_310987.png,574,311,619,356,3,3
palmera_310987.png,587,304,632,349,3,3
palmera_310987.png,604,298,649,343,3,3
palmera_310987.png,621,293,666,338,3,3
palmera_310987.png,639,281,684,326,3,3
palmera_310987.png,671,273,716,318,3,3
palmera_310987.png,683,270,728,315,3,3
palmera_310987.png,697,262,742,307,3,3
palmera_310987.png,713,258,758,303,3,3
palmera_310987.png,738,249,783,294,3,3
palmera_310987.png,750,247,795,292,3,3
palmera_310987.png,766,266,811,311,3,3
palmera_310987.png,815,220,860,265,3,3
palmera_310987.png,831,214,876,259,3,3
palmera_310987.png,863,200,908,245,3,3
palmera_310987.png,895,123,940,168,3,6
palmera_310987.png,883,84,928,129,3,6
palmera_310987.png,849,-18,894,26,3,6
palmera_311387.png,719,610,764,655,3,5
palmera_311387.png,730,600,775,645,3,5
palmera_311387.png,699,607,744,652,3,5
palmera_311387.png,650,613,695,658,3,5
palmera_311387.png,642,594,687,639,3,5
palmera_311387.png,636,578,681,623,3,5
palmera_311387.png,715,564,760,609,3,5
palmera_311387.png,699,561,744,606,3,5
palmera_311387.png,667,543,712,588,3,5
palmera_311387.png,693,524,738,569,3,5
palmera_311387.png,676,491,721,536,3,5
palmera_311387.png,616,541,661,586,3,5
palmera_311387.png,609,523,654,568,3,5
palmera_311387.png,598,504,643,549,3,5
palmera_311387.png,663,472,708,517,3,5
palmera_311387.png,639,456,684,501,3,5
palmera_311387.png,635,441,680,486,3,5
palmera_311387.png,647,440,692,485,3,5
palmera_311387.png,560,439,605,484,3,5
palmera_311387.png,545,424,590,469,3,5
palmera_311387.png,582,354,627,399,3,5
palmera_311387.png,486,341,531,386,3,5
palmera_311387.png,541,298,586,343,3,5
palmera_311387.png,461,306,506,351,3,5
palmera_311387.png,453,276,498,321,3,5
palmera_311387.png,432,237,477,282,3,5
palmera_311387.png,444,203,489,248,3,5
palmera_311387.png,457,163,502,208,3,5
palmera_311387.png,446,128,491,173,3,5
palmera_311387.png,470,128,515,173,3,5
palmera_311387.png,461,89,506,134,3,5
palmera_311387.png,488,90,533,135,3,5
palmera_311387.png,500,55,545,100,3,5
palmera_311387.png,517,15,562,60,3,5
palmera_311387.png,462,32,507,77,3,5
palmera_311387.png,444,43,489,88,3,5
palmera_311387.png,391,81,436,126,3,5
palmera_311387.png,404,38,449,83,3,5
palmera_311387.png,355,78,400,123,3,5
palmera_311387.png,339,29,384,74,3,5
palmera_311387.png,375,-12,420,32,3,5
palmera_311387.png,662,629,707,674,3,5
palmera_311387.png,671,648,716,693,3,5
palmera_311387.png,679,667,724,712,3,5
palmera_311387.png,688,682,733,727,3,5
palmera_311387.png,696,697,741,742,3,5
palmera_311387.png,765,693,810,738,3,5
palmera_311387.png,781,700,826,745,3,5
palmera_311387.png,761,660,806,705,3,5
palmera_311387.png,741,631,786,676,3,5
palmera_311787.png,792,659,837,704,3,2
palmera_311787.png,680,432,725,477,3,2
palmera_311787.png,662,422,707,467,3,2
palmera_311787.png,162,654,207,699,3,2
palmera_311787.png,141,678,186,723,3,2
palmera_311787.png,106,704,151,749,3,2
palmera_311787.png,596,250,641,295,3,2
palmera_311787.png,588,242,633,287,3,2
palmera_311787.png,619,388,664,433,3,2
palmera_311787.png,546,386,591,431,3,2
palmera_311787.png,530,363,575,408,3,2
palmera_311787.png,500,333,545,378,3,2
palmera_311787.png,486,341,531,386,3,2
palmera_311787.png,544,272,589,317,3,2
palmera_312187.png,456,392,501,437,3,2
palmera_312187.png,486,341,531,386,3,2
palmera_312187.png,402,360,447,405,3,2
palmera_312187.png,446,314,491,359,3,2
palmera_312587.png,612,517,657,562,3,2
palmera_312587.png,594,523,639,568,3,2
palmera_312587.png,575,529,620,574,3,2
palmera_312587.png,557,525,602,570,3,2
palmera_312587.png,541,512,586,557,3,2
palmera_312587.png,534,494,579,539,3,2
palmera_312587.png,524,475,569,520,3,2
palmera_312587.png,519,456,564,501,3,2
palmera_312587.png,510,442,555,487,3,2
palmera_312587.png,501,423,546,468,3,2
palmera_312587.png,489,404,534,449,3,2
palmera_312587.png,481,386,526,431,3,2
palmera_312587.png,474,369,519,414,3,2
palmera_312587.png,467,350,512,395,3,2
palmera_312587.png,486,341,531,386,3,2
palmera_312587.png,505,332,550,377,3,2
palmera_312587.png,400,415,445,460,3,2
palmera_312987.png,359,536,404,581,3,4
palmera_312987.png,319,545,364,590,3,4
palmera_312987.png,307,542,352,587,3,4
palmera_312987.png,313,528,358,573,3,4
palmera_312987.png,163,677,208,722,3,4
palmera_312987.png,215,668,260,713,3,4
palmera_312987.png,226,654,271,699,3,4
palmera_312987.png,195,659,240,704,3,4
palmera_312987.png,178,625,223,670,3,4
palmera_312987.png,197,624,242,669,3,4
palmera_312987.png,224,613,269,658,3,4
palmera_312987.png,242,592,287,637,3,4
palmera_312987.png,228,581,273,626,3,4
palmera_312987.png,244,574,289,619,3,4
palmera_312987.png,275,576,320,621,3,4
palmera_312987.png,292,574,337,619,3,4
palmera_312987.png,285,560,330,605,3,4
palmera_312987.png,295,542,340,587,3,4
palmera_312987.png,272,545,317,590,3,4
palmera_312987.png,254,552,299,597,3,4
palmera_312987.png,99,694,144,739,3,4
palmera_312987.png,120,705,165,750,3,4
palmera_312987.png,125,679,170,724,3,4
palmera_312987.png,115,673,160,718,3,4
palmera_312987.png,109,659,154,704,3,4
palmera_312987.png,129,658,174,703,3,4
palmera_312987.png,147,661,192,706,3,4
palmera_312987.png,159,645,204,690,3,4
palmera_312987.png,154,629,199,674,3,4
palmera_312987.png,25,546,70,591,3,4
palmera_312987.png,52,539,97,584,3,4
palmera_312987.png,109,560,154,605,3,4
palmera_312987.png,115,590,160,635,3,4
palmera_312987.png,90,632,135,677,3,4
palmera_312987.png,62,685,107,730,3,4
palmera_312987.png,107,412,152,457,3,4
palmera_312987.png,95,409,140,454,3,4
palmera_312987.png,42,380,87,425,3,4
palmera_312987.png,488,254,533,299,3,4
palmera_312987.png,561,346,606,391,3,4
palmera_312987.png,460,368,505,413,3,4
palmera_312987.png,388,443,433,488,3,4
palmera_312987.png,355,511,400,556,3,4
palmera_312987.png,341,507,386,552,3,4
palmera_312987.png,328,521,373,566,3,4
palmera_312987.png,299,508,344,553,3,4
palmera_312987.png,280,517,325,562,3,4
palmera_312987.png,361,490,406,535,3,4
palmera_312987.png,374,467,419,512,3,4
palmera_312987.png,377,485,422,530,3,4
palmera_312987.png,400,470,445,515,3,4
palmera_312987.png,407,497,452,542,3,4
palmera_312987.png,429,491,474,536,3,4
palmera_312987.png,438,475,483,520,3,4
palmera_312987.png,447,495,492,540,3,4
palmera_312987.png,499,443,544,488,3,4
palmera_312987.png,487,456,532,501,3,4
palmera_312987.png,463,458,508,503,3,4
palmera_312987.png,461,477,506,522,3,4
palmera_312987.png,442,439,487,484,3,4
palmera_312987.png,464,443,509,488,3,4
palmera_312987.png,486,429,531,474,3,4
palmera_312987.png,489,399,534,444,3,4
palmera_312987.png,459,406,504,451,3,4
palmera_312987.png,442,415,487,460,3,4
palmera_312987.png,415,417,460,462,3,4
palmera_312987.png,404,433,449,478,3,4
palmera_312987.png,378,430,423,475,3,4
palmera_312987.png,357,434,402,479,3,4
palmera_312987.png,365,399,410,444,3,4
palmera_312987.png,400,404,445,449,3,4
palmera_312987.png,429,375,474,420,3,4
palmera_312987.png,441,355,486,400,3,4
palmera_312987.png,430,353,475,398,3,4
palmera_312987.png,486,341,531,386,3,4
palmera_312987.png,504,350,549,395,3,4
palmera_312987.png,513,371,558,416,3,4
palmera_312987.png,545,324,590,369,3,4
palmera_312987.png,578,275,623,320,3,4
palmera_312987.png,557,287,602,332,3,4
palmera_312987.png,525,239,570,284,3,4
palmera_312987.png,533,264,578,309,3,4
palmera_312987.png,509,308,554,353,3,4
palmera_312987.png,520,298,565,343,3,4
palmera_312987.png,464,332,509,377,3,4
palmera_312987.png,429,318,474,363,3,4
palmera_312987.png,469,295,514,340,3,4
palmera_312987.png,494,272,539,317,3,4
palmera_312987.png,476,273,521,318,3,4
palmera_312987.png,454,259,499,304,3,4
palmera_312987.png,541,358,586,403,3,4
palmera_312987.png,530,434,575,479,3,4
palmera_312987.png,559,418,604,463,3,4
palmera_312987.png,561,397,606,442,3,4
palmera_312987.png,578,416,623,461,3,4
palmera_312987.png,593,390,638,435,3,4
palmera_312987.png,576,368,621,413,3,4
palmera_312987.png,611,355,656,400,3,4
palmera_312987.png,602,376,647,421,3,4
palmera_312987.png,590,336,635,381,3,4
palmera_312987.png,586,319,631,364,3,4
palmera_312987.png,605,305,650,350,3,4
palmera_312987.png,627,339,672,384,3,4
palmera_312987.png,637,322,682,367,3,4
palmera_312987.png,627,304,672,349,3,4
palmera_312987.png,640,306,685,351,3,4
palmera_312987.png,659,303,704,348,3,4
palmera_312987.png,688,303,733,348,3,4
palmera_312987.png,676,286,721,331,3,4
palmera_312987.png,710,282,755,327,3,4
palmera_312987.png,695,276,740,321,3,4
palmera_312987.png,737,261,782,306,3,4
palmera_312987.png,730,249,775,294,3,4
palmera_312987.png,747,248,792,293,3,4
palmera_312987.png,767,248,812,293,3,4
palmera_312987.png,760,220,805,265,3,4
palmera_312987.png,786,238,831,283,3,4
palmera_312987.png,799,229,844,274,3,4
palmera_312987.png,801,189,846,234,3,4
palmera_312987.png,775,214,820,259,3,4
palmera_312987.png,772,180,817,225,3,4
palmera_312987.png,752,200,797,245,3,4
palmera_312987.png,753,190,798,235,3,4
palmera_312987.png,753,173,798,218,3,4
palmera_312987.png,764,162,809,207,3,4
palmera_312987.png,810,157,855,202,3,4
palmera_312987.png,780,144,825,189,3,4
palmera_312987.png,751,127,796,172,3,4
palmera_312987.png,721,130,766,175,3,4
palmera_312987.png,522,184,567,229,3,4
palmera_312987.png,493,212,538,257,3,4
palmera_312987.png,512,220,557,265,3,4
palmera_312987.png,506,250,551,295,3,4
palmera_312987.png,474,217,519,262,3,4
palmera_312987.png,459,215,504,260,3,4
palmera_312987.png,429,238,474,283,3,4
palmera_312987.png,381,304,426,349,3,4
palmera_312987.png,368,301,413,346,3,4
palmera_312987.png,380,291,425,336,3,4
palmera_312987.png,320,279,365,324,3,4
palmera_312987.png,269,254,314,299,3,4
palmera_312987.png,221,235,266,280,3,4
palmera_312987.png,176,217,221,262,3,4
palmera_312987.png,46,158,91,203,3,4
palmera_312987.png,146,206,191,251,3,4
palmera_312987.png,273,182,318,227,3,4
palmera_312987.png,251,176,296,221,3,4
palmera_312987.png,212,159,257,204,3,4
palmera_312987.png,236,144,281,189,3,4
palmera_312987.png,211,130,256,175,3,4
palmera_312987.png,148,135,193,180,3,4
palmera_312987.png,127,100,172,145,3,4
palmera_312987.png,149,91,194,136,3,4
palmera_312987.png,165,108,210,153,3,4
palmera_312987.png,215,117,260,162,3,4
palmera_312987.png,188,106,233,151,3,4
palmera_312987.png,181,55,226,100,3,4
palmera_312987.png,198,48,243,93,3,4
palmera_312987.png,238,104,283,149,3,4
palmera_312987.png,307,0,352,45,3,4
palmera_312987.png,291,-5,336,39,3,4
palmera_312987.png,256,5,301,50,3,4
palmera_312987.png,235,19,280,64,3,4
palmera_312987.png,856,369,901,414,3,5
palmera_312987.png,926,447,971,492,3,4
palmera_312987.png,955,413,1000,458,3,4
palmera_312987.png,924,157,969,202,0,4
palmera_312987.png,826,190,871,235,0,4
palmera_312987.png,848,185,893,230,0,4
palmera_312987.png,863,199,908,244,0,4
palmera_312987.png,847,206,892,251,0,4
palmera_312987.png,830,215,875,260,0,4
palmera_312987.png,914,189,959,234,0,4
palmera_313387.png,224,633,269,678,3,5
palmera_313387.png,151,634,196,679,3,5
palmera_313387.png,165,626,210,671,3,5
palmera_313387.png,179,624,224,669,3,5
palmera_313387.png,250,650,295,695,3,5
palmera_313387.png,153,694,198,739,3,5
palmera_313387.png,169,690,214,735,3,5
palmera_313387.png,186,689,231,734,3,5
palmera_313387.png,201,681,246,726,3,5
palmera_313387.png,236,684,281,729,3,5
palmera_313387.png,264,655,309,700,3,5
palmera_313387.png,251,618,296,663,3,5
palmera_313387.png,283,641,328,686,3,5
palmera_313387.png,229,655,274,700,3,5
palmera_313387.png,201,655,246,700,3,5
palmera_313387.png,209,640,254,685,3,5
palmera_313387.png,192,643,237,688,3,5
palmera_313387.png,177,652,222,697,3,5
palmera_313387.png,161,650,206,695,3,5
palmera_313387.png,164,635,209,680,3,5
palmera_313387.png,179,633,224,678,3,5
palmera_313387.png,191,628,236,673,3,5
palmera_313387.png,202,627,247,672,3,5
palmera_313387.png,195,618,240,663,3,5
palmera_313387.png,209,620,254,665,3,5
palmera_313387.png,232,620,277,665,3,5
palmera_313387.png,237,607,282,652,3,5
palmera_313387.png,262,607,307,652,3,5
palmera_313387.png,291,601,336,646,3,5
palmera_313387.png,304,598,349,643,3,5
palmera_313387.png,309,614,354,659,3,5
palmera_313387.png,340,611,385,656,3,5
palmera_313387.png,356,606,401,651,3,5
palmera_313387.png,370,597,415,642,3,5
palmera_313387.png,319,598,364,643,3,5
palmera_313387.png,301,589,346,634,3,5
palmera_313387.png,289,586,334,631,3,5
palmera_313387.png,272,599,317,644,3,5
palmera_313387.png,250,590,295,635,3,5
palmera_313387.png,229,593,274,638,3,5
palmera_313387.png,202,605,247,650,3,5
palmera_313387.png,181,612,226,657,3,5
palmera_313387.png,169,613,214,658,3,5
palmera_313387.png,153,617,198,662,3,5
palmera_313387.png,145,682,190,727,3,5
palmera_313387.png,146,658,191,703,3,5
palmera_313387.png,141,641,186,686,3,5
palmera_313387.png,137,631,182,676,3,5
palmera_313387.png,129,642,174,687,3,5
palmera_313387.png,131,659,176,704,3,5
palmera_313387.png,115,662,160,707,3,5
palmera_313387.png,118,648,163,693,3,5
palmera_313387.png,123,632,168,677,3,5
palmera_313387.png,132,618,177,663,3,5
palmera_313387.png,111,628,156,673,3,5
palmera_313387.png,122,597,167,642,3,5
palmera_313387.png,103,648,148,693,3,5
palmera_313387.png,91,640,136,685,3,5
palmera_313387.png,97,621,142,666,3,5
palmera_313387.png,85,601,130,646,3,5
palmera_313387.png,69,617,114,662,3,5
palmera_313387.png,63,638,108,683,3,5
palmera_313387.png,77,633,122,678,3,5
palmera_313387.png,76,644,121,689,3,5
palmera_313387.png,74,656,119,701,3,5
palmera_313387.png,56,666,101,711,3,5
palmera_313387.png,46,648,91,693,3,5
palmera_313387.png,32,638,77,683,3,5
palmera_313387.png,18,634,63,679,3,5
palmera_313387.png,5,648,50,693,3,5
palmera_313387.png,22,649,67,694,3,5
palmera_313387.png,36,664,81,709,3,5
palmera_313387.png,40,686,85,731,3,5
palmera_313387.png,26,687,71,732,3,5
palmera_313387.png,18,698,63,743,3,5
palmera_313387.png,35,702,80,747,3,5
palmera_313387.png,-4,629,40,674,3,5
palmera_313387.png,6,625,51,670,3,5
palmera_313387.png,35,618,80,663,3,5
palmera_313387.png,44,604,89,649,3,5
palmera_313387.png,63,592,108,637,3,5
palmera_313387.png,44,583,89,628,3,5
palmera_313387.png,0,614,45,659,3,5
palmera_313387.png,-12,616,32,661,3,5
palmera_313387.png,-14,598,30,643,3,5
palmera_313387.png,1,593,46,638,3,5
palmera_313387.png,22,576,67,621,3,5
palmera_313387.png,9,285,54,330,3,5
palmera_313387.png,-3,280,41,325,3,5
palmera_313387.png,0,269,45,314,3,5
palmera_313387.png,14,271,59,316,3,5
palmera_313387.png,0,253,44,298,3,5
palmera_313387.png,60,572,105,617,3,5
palmera_313387.png,5,571,50,616,3,5
palmera_313387.png,-12,568,32,613,3,5
palmera_313387.png,-1,549,43,594,3,5
palmera_313387.png,-11,512,33,557,3,5
palmera_313387.png,-3,527,41,572,3,5
palmera_313387.png,12,539,57,584,3,5
palmera_313387.png,15,556,60,601,3,5
palmera_313387.png,39,561,84,606,3,5
palmera_313387.png,56,547,101,592,3,5
palmera_313387.png,24,526,69,571,3,5
palmera_313387.png,34,502,79,547,3,5
palmera_313387.png,14,502,59,547,3,5
palmera_313387.png,0,493,44,538,3,5
palmera_313387.png,11,483,56,528,3,5
palmera_313387.png,-11,476,33,521,3,5
palmera_313387.png,17,466,62,511,3,5
palmera_313387.png,38,474,83,519,3,5
palmera_313387.png,58,475,103,520,3,5
palmera_313387.png,34,458,79,503,3,5
palmera_313387.png,43,439,88,484,3,5
palmera_313387.png,29,442,74,487,3,5
palmera_313387.png,-2,462,42,507,3,5
palmera_313387.png,-22,462,22,507,3,5
palmera_313387.png,58,237,103,282,3,5
palmera_313387.png,76,244,121,289,3,5
palmera_313387.png,66,219,111,264,3,5
palmera_313387.png,45,229,90,274,3,5
palmera_313387.png,43,189,88,234,3,5
