image,bbox_x1,bbox_y1,bbox_x2,bbox_y2,det_confidence,palm_class,palm_confidence,environment_class,environment_confidence
palmera_309387.png,224,270,276,322,0.21805864572525024,3,0.3232719898223877,1,0.2654401957988739
palmera_309387.png,167,511,215,560,0.21750077605247498,3,0.279052734375,5,0.231719970703125
palmera_309387.png,184,521,234,572,0.20852483808994293,3,0.3347375690937042,0,0.28035610914230347
palmera_309387.png,179,578,229,629,0.2076573371887207,0,0.24045854806900024,0,0.3034115433692932
palmera_309387.png,34,496,85,546,0.20728634297847748,3,0.2801896631717682,0,0.6236088871955872
palmera_309387.png,50,491,103,543,0.20698943734169006,3,0.2768515944480896,0,0.5817957520484924
palmera_309387.png,168,492,220,543,0.20260553061962128,3,0.31229814887046814,0,0.26215988397598267
palmera_309787.png,378,38,423,82,0.34964126348495483,4,0.24186667799949646,4,0.7570599913597107
palmera_309787.png,335,249,379,292,0.33367112278938293,4,0.23973944783210754,4,0.798502504825592
palmera_309787.png,504,322,550,368,0.3265567123889923,4,0.2611718773841858,4,0.9575742483139038
palmera_309787.png,398,43,443,88,0.3218352794647217,4,0.28172093629837036,4,0.8511865735054016
palmera_309787.png,323,225,368,270,0.32095077633857727,4,0.2453172653913498,4,0.8862782120704651
palmera_309787.png,363,26,408,71,0.31662723422050476,3,0.30388689041137695,4,0.7470535635948181
palmera_309787.png,235,183,280,227,0.31545335054397583,3,0.25555726885795593,4,0.8140767812728882
palmera_309787.png,265,148,309,191,0.3125084936618805,4,0.2837974429130554,4,0.8169034719467163
palmera_309787.png,907,469,953,516,0.3070294260978699,4,0.2677053213119507,4,0.579829752445221
palmera_309787.png,627,19,672,65,0.29849734902381897,3,0.2944563031196594,2,0.8127382397651672
palmera_309787.png,586,0,633,44,0.2921673357486725,3,0.3061186671257019,4,0.45492663979530334
palmera_309787.png,719,509,766,555,0.28707462549209595,3,0.28923341631889343,4,0.747269868850708
palmera_309787.png,732,251,779,297,0.28522980213165283,4,0.23823514580726624,4,0.7847133874893188
palmera_309787.png,648,303,697,350,0.28358370065689087,3,0.25422748923301697,4,0.9157283902168274
palmera_309787.png,641,27,686,72,0.26952046155929565,3,0.24641363322734833,2,0.7289398908615112
palmera_309787.png,298,162,344,209,0.2599538564682007,4,0.23476967215538025,4,0.8816611170768738
palmera_309787.png,419,54,463,99,0.2564142644405365,4,0.25617456436157227,4,0.7263021469116211
palmera_309787.png,298,171,344,217,0.2540326416492462,0,0.21788959205150604,4,0.8901086449623108
palmera_309787.png,534,300,580,345,0.2275550663471222,0,0.24549725651741028,4,0.9378352165222168
palmera_309787.png,401,490,447,536,0.20912855863571167,4,0.29837551712989807,4,0.8227271437644958
palmera_309787.png,442,352,487,397,0.20464599132537842,3,0.2594525218009949,4,0.9331703782081604
palmera_310187.png,939,510,987,558,0.30338531732559204,0,0.23725488781929016,4,0.5384145379066467
palmera_310187.png,693,188,742,239,0.2985084354877472,4,0.2870712876319885,4,0.8215869069099426
palmera_310187.png,767,337,814,385,0.2732803523540497,4,0.2763949930667877,4,0.9264596700668335
palmera_310187.png,742,266,790,314,0.2478179782629013,4,0.24712495505809784,4,0.7625531554222107
palmera_310187.png,927,525,975,572,0.23719559609889984,3,0.26734042167663574,4,0.555409848690033
palmera_310187.png,789,319,837,367,0.2359241545200348,4,0.25989434123039246,4,0.914396345615387
palmera_310187.png,763,161,812,210,0.22743231058120728,3,0.2403712123632431,4,0.7870235443115234
palmera_310187.png,741,257,789,306,0.21631045639514923,4,0.2693440318107605,4,0.8434165716171265
palmera_310187.png,767,347,814,394,0.21003083884716034,3,0.283266544342041,4,0.8711431622505188
palmera_310187.png,718,230,766,277,0.2076372504234314,3,0.262594074010849,4,0.8729472756385803
palmera_310587.png,450,94,497,141,0.32053396105766296,0,0.24652723968029022,5,0.5521303415298462
palmera_310587.png,155,136,202,182,0.3034990131855011,0,0.28870952129364014,4,0.5063219666481018
palmera_310587.png,643,571,689,615,0.2988462746143341,0,0.23136983811855316,5,0.47971612215042114
palmera_310587.png,492,207,538,252,0.25234293937683105,4,0.26613277196884155,5,0.6857107877731323
palmera_310587.png,144,122,191,170,0.21035240590572357,0,0.27826547622680664,4,0.527149498462677
palmera_310987.png,473,350,513,389,0.3355679214000702,3,0.2979303300380707,2,0.31921565532684326
palmera_310987.png,662,275,703,315,0.3150465488433838,3,0.44418787956237793,2,0.5483476519584656
palmera_310987.png,458,354,496,393,0.29281723499298096,3,0.3482915759086609,6,0.3448106050491333
palmera_310987.png,348,180,390,221,0.2797585427761078,3,0.2622297406196594,2,0.9650245308876038
palmera_310987.png,864,97,910,140,0.27659884095191956,3,0.2835056185722351,6,0.7605114579200745
palmera_310987.png,978,434,1017,472,0.27563145756721497,3,0.3229214549064636,6,0.8222851157188416
palmera_310987.png,587,306,631,349,0.2684824764728546,3,0.2465079128742218,2,0.4712834656238556
palmera_310987.png,402,376,443,419,0.26496413350105286,3,0.26494041085243225,6,0.43783268332481384
palmera_310987.png,451,100,495,143,0.26241254806518555,3,0.3735300600528717,2,0.7118656635284424
palmera_310987.png,490,341,532,384,0.26070770621299744,3,0.32764050364494324,2,0.3465605080127716
palmera_310987.png,218,147,260,188,0.2576836943626404,3,0.3498585820198059,2,0.8343610763549805
palmera_310987.png,249,58,292,102,0.2565907835960388,3,0.3724883198738098,2,0.5784316062927246
palmera_310987.png,616,294,658,336,0.24980399012565613,3,0.2645843029022217,2,0.5240039229393005
palmera_310987.png,322,10,364,53,0.24727743864059448,3,0.26311665773391724,2,0.6036103367805481
palmera_310987.png,511,330,554,373,0.24233941733837128,3,0.303810179233551,2,0.3291897773742676
palmera_310987.png,340,424,382,466,0.23609721660614014,3,0.33198994398117065,2,0.6140135526657104
palmera_310987.png,316,52,359,96,0.233953058719635,3,0.2459055334329605,2,0.5299582481384277
palmera_310987.png,535,319,578,363,0.23386983573436737,3,0.31237462162971497,2,0.4437943994998932
palmera_310987.png,570,308,613,351,0.23179318010807037,3,0.3173931837081909,2,0.3823889493942261
palmera_310987.png,231,101,276,146,0.2312261164188385,3,0.36208489537239075,2,0.7989464998245239
palmera_310987.png,359,402,403,446,0.23082663118839264,3,0.3350077271461487,2,0.27086061239242554
palmera_310987.png,382,390,425,433,0.22889915108680725,3,0.31895264983177185,2,0.3282944858074188
palmera_310987.png,551,314,594,357,0.22401133179664612,3,0.3285389542579651,2,0.4157698452472687
palmera_310987.png,472,83,515,126,0.22260689735412598,3,0.41205134987831116,2,0.8110134601593018
palmera_310987.png,240,459,284,501,0.2180376499891281,3,0.34476324915885925,2,0.5429365038871765
palmera_310987.png,120,513,158,552,0.2180212438106537,3,0.3126136362552643,2,0.45785465836524963
palmera_310987.png,265,447,307,489,0.21690808236598969,3,0.3791073262691498,2,0.4472094774246216
palmera_310987.png,189,483,232,525,0.21529820561408997,3,0.30778971314430237,2,0.607062578201294
palmera_310987.png,170,225,208,262,0.21305544674396515,3,0.26341280341148376,2,0.4135264754295349
palmera_310987.png,469,76,513,120,0.21258556842803955,3,0.39130547642707825,2,0.769075870513916
palmera_310987.png,542,318,585,361,0.2120363861322403,3,0.3120008111000061,2,0.551250159740448
palmera_310987.png,494,335,537,378,0.2047804445028305,3,0.3445243835449219,2,0.3919205069541931
palmera_310987.png,21,548,63,590,0.20161321759223938,3,0.28391456604003906,2,0.4765738844871521
palmera_310987.png,136,504,175,543,0.20026837289333344,3,0.3330850899219513,2,0.5457329154014587
palmera_311387.png,653,528,701,575,0.421516478061676,0,0.262513130903244,1,0.38832810521125793
palmera_311387.png,642,594,688,639,0.4089130461215973,0,0.255985289812088,5,0.3936973512172699
palmera_311387.png,458,168,506,216,0.39436644315719604,0,0.24922439455986023,1,0.3914465606212616
palmera_311387.png,380,0,429,48,0.38383761048316956,0,0.2412084937095642,5,0.31714484095573425
palmera_311387.png,510,24,559,72,0.3813575804233551,0,0.24259796738624573,5,0.30799925327301025
palmera_311387.png,608,528,652,573,0.3756696879863739,3,0.2685336470603943,5,0.4821140468120575
palmera_311387.png,462,44,509,92,0.37461385130882263,0,0.25517141819000244,5,0.3755713999271393
palmera_311387.png,742,639,792,688,0.37433362007141113,3,0.24800780415534973,0,0.4433685839176178
palmera_311387.png,651,609,697,655,0.37193381786346436,0,0.255580872297287,1,0.36668860912323
palmera_311387.png,443,204,492,251,0.36462754011154175,0,0.23196664452552795,1,0.31053808331489563
palmera_311387.png,406,48,455,97,0.3641490936279297,0,0.2678892910480499,5,0.4936937391757965
palmera_311387.png,659,628,705,674,0.35803669691085815,0,0.24323835968971252,1,0.36546051502227783
palmera_311387.png,647,454,695,503,0.3511885106563568,3,0.24480195343494415,5,0.5078434348106384
palmera_311387.png,598,510,643,554,0.34766504168510437,3,0.2640087604522705,1,0.5231941342353821
palmera_311387.png,468,137,515,183,0.34559038281440735,0,0.25457990169525146,1,0.3346366286277771
palmera_311387.png,495,67,542,114,0.34437045454978943,0,0.24033112823963165,5,0.27760571241378784
palmera_311387.png,446,54,495,103,0.3441890478134155,3,0.27035844326019287,5,0.37401142716407776
palmera_311387.png,631,429,682,479,0.3409440517425537,0,0.26276257634162903,5,0.364347368478775
palmera_311387.png,461,303,509,351,0.34076300263404846,3,0.2489580661058426,5,0.36313119530677795
palmera_311387.png,591,495,637,541,0.3404862582683563,3,0.2588258385658264,5,0.5250828266143799
palmera_311387.png,626,561,672,606,0.337002158164978,0,0.2371082454919815,1,0.4273546636104584
palmera_311387.png,699,547,747,595,0.3357420563697815,0,0.26120808720588684,1,0.3844696879386902
palmera_311387.png,535,296,583,344,0.332513689994812,0,0.24429824948310852,5,0.28694379329681396
palmera_311387.png,571,346,621,396,0.3287881314754486,3,0.22991764545440674,1,0.3182528614997864
palmera_311387.png,663,477,711,526,0.3227458596229553,3,0.2819092571735382,1,0.4189000725746155
palmera_311387.png,393,91,442,139,0.3214346170425415,0,0.24227850139141083,5,0.42486700415611267
palmera_311387.png,720,608,770,658,0.31983035802841187,0,0.2858503460884094,0,0.3013838827610016
palmera_311387.png,676,664,723,711,0.3073330521583557,3,0.24847878515720367,5,0.3312084674835205
palmera_311387.png,346,44,393,90,0.3063678443431854,0,0.24622340500354767,5,0.445205956697464
palmera_311387.png,433,237,478,283,0.30110928416252136,3,0.24117864668369293,1,0.37620800733566284
palmera_311387.png,359,89,408,138,0.3003886044025421,0,0.2403043806552887,5,0.3686487674713135
palmera_311387.png,629,445,678,491,0.30006271600723267,0,0.23675835132598877,5,0.4234897196292877
palmera_311387.png,453,279,497,323,0.2990434169769287,3,0.2797439396381378,1,0.3983706831932068
palmera_311387.png,483,334,532,385,0.2982919216156006,3,0.24223867058753967,1,0.44968223571777344
palmera_311387.png,760,675,809,724,0.2939494848251343,3,0.25221097469329834,0,0.5988468527793884
palmera_311387.png,676,505,726,556,0.29329171776771545,3,0.24593347311019897,1,0.3753391206264496
palmera_311387.png,553,430,600,477,0.289116233587265,0,0.24890558421611786,5,0.5728376507759094
palmera_311387.png,539,413,586,460,0.27849724888801575,3,0.29024538397789,5,0.4090843200683594
palmera_311387.png,445,138,491,184,0.27249476313591003,0,0.25532805919647217,1,0.48517006635665894
palmera_311387.png,678,670,726,717,0.26240259408950806,3,0.2910160422325134,1,0.3085028827190399
palmera_311387.png,634,580,678,623,0.26041150093078613,3,0.2396501898765564,1,0.5475576519966125
palmera_311387.png,664,640,710,685,0.25813189148902893,0,0.2570609152317047,1,0.402071475982666
palmera_311387.png,713,586,761,633,0.23864443600177765,0,0.2337898463010788,0,0.2827300727367401
palmera_311387.png,632,530,677,574,0.23661518096923828,0,0.24493514001369476,1,0.42458778619766235
palmera_311387.png,688,687,738,729,0.23611487448215485,3,0.24818290770053864,5,0.2665192186832428
palmera_311387.png,429,66,476,113,0.2285710871219635,0,0.2518594264984131,1,0.3877314031124115
palmera_311387.png,670,553,719,603,0.22457367181777954,3,0.24180541932582855,1,0.5335626006126404
palmera_311387.png,639,450,687,497,0.2096371352672577,3,0.2764863669872284,5,0.38575461506843567
palmera_311387.png,592,504,639,550,0.20276203751564026,3,0.25388750433921814,5,0.4958065152168274
palmera_311787.png,527,358,572,403,0.39995285868644714,4,0.24793857336044312,2,0.4767387807369232
palmera_311787.png,643,407,688,452,0.37501901388168335,3,0.2707056999206543,2,0.414731502532959
palmera_311787.png,611,381,657,427,0.3633260726928711,3,0.2700656056404114,2,0.48182258009910583
palmera_311787.png,655,420,699,462,0.33620235323905945,3,0.30139341950416565,2,0.4590318202972412
palmera_311787.png,672,426,718,471,0.33223971724510193,3,0.3163227140903473,2,0.37621885538101196
palmera_311787.png,150,655,196,701,0.32616493105888367,3,0.3123149275779724,4,0.22306086122989655
palmera_311787.png,543,382,590,428,0.30378323793411255,3,0.3348298668861389,2,0.6023306846618652
palmera_311787.png,501,334,547,379,0.2938412129878998,3,0.3121827244758606,2,0.4951433539390564
palmera_311787.png,118,677,165,724,0.2694540023803711,3,0.3329421579837799,0,0.19930502772331238
palmera_311787.png,565,630,612,676,0.25614508986473083,3,0.3862841725349426,2,0.32275524735450745
palmera_311787.png,333,663,384,713,0.24715442955493927,3,0.263994425535202,3,0.47142961621284485
palmera_311787.png,495,336,541,382,0.24621273577213287,3,0.25506579875946045,2,0.5271695256233215
palmera_311787.png,542,270,590,317,0.2095031589269638,3,0.26547935605049133,2,0.33234646916389465
palmera_311787.png,112,682,162,729,0.2058478593826294,3,0.2800702154636383,0,0.22011621296405792
palmera_312187.png,490,342,531,384,0.3593950867652893,3,0.24795912206172943,2,0.6590309143066406
palmera_312187.png,460,391,502,434,0.3416798412799835,3,0.27077963948249817,2,0.6989420652389526
palmera_312187.png,451,314,498,360,0.3117901682853699,0,0.2506641149520874,2,0.8561724424362183
palmera_312187.png,411,358,453,399,0.2964923083782196,3,0.3037404716014862,2,0.7072271704673767
palmera_312187.png,374,428,414,467,0.24530865252017975,3,0.27554845809936523,0,0.3919503390789032
palmera_312187.png,45,442,84,481,0.20626495778560638,3,0.2669088542461395,0,0.861548125743866
palmera_312187.png,0,63,32,103,0.20303930342197418,3,0.2927807569503784,0,0.4402518570423126
palmera_312587.png,597,510,643,556,0.4137653708457947,3,0.42639124393463135,2,0.46449413895606995
palmera_312587.png,498,399,543,444,0.4137248992919922,3,0.296159565448761,4,0.6769091486930847
palmera_312587.png,517,434,562,479,0.4008561968803406,3,0.2682996690273285,4,0.7857468128204346
palmera_312587.png,484,367,529,412,0.38956740498542786,3,0.23972952365875244,2,0.6805599927902222
palmera_312587.png,473,349,520,396,0.37610727548599243,3,0.23761697113513947,2,0.6790686249732971
palmera_312587.png,489,340,535,385,0.36769697070121765,0,0.21692679822444916,2,0.510589063167572
palmera_312587.png,408,407,456,455,0.35221442580223083,3,0.29959604144096375,2,0.5365539789199829
palmera_312587.png,492,383,538,429,0.33903974294662476,3,0.2351364642381668,2,0.49239468574523926
palmera_312587.png,356,428,402,473,0.3357728123664856,3,0.23477141559123993,2,0.5530634522438049
palmera_312587.png,530,464,577,511,0.3209904730319977,3,0.2643808126449585,4,0.6769387125968933
palmera_312587.png,581,540,628,585,0.3203050196170807,3,0.3703172504901886,4,0.6091411709785461
palmera_312587.png,548,503,594,549,0.3081938922405243,3,0.2582617998123169,4,0.7275848388671875
palmera_312587.png,989,241,1018,286,0.2757261097431183,3,0.2605312466621399,3,0.6456536054611206
palmera_312587.png,489,378,532,421,0.2754767835140228,3,0.2626032531261444,4,0.5226635932922363
palmera_312587.png,508,420,553,465,0.27461934089660645,3,0.23177915811538696,4,0.8050562739372253
palmera_312587.png,390,427,436,471,0.27425533533096313,3,0.25639018416404724,2,0.4241952896118164
palmera_312587.png,564,519,609,565,0.2709217369556427,3,0.3121601641178131,4,0.6674479246139526
palmera_312587.png,506,329,554,376,0.26302000880241394,0,0.23437930643558502,2,0.7610149383544922
palmera_312587.png,343,409,389,455,0.2622280716896057,0,0.27704545855522156,2,0.6771465539932251
palmera_312587.png,479,344,526,391,0.26217958331108093,4,0.24526900053024292,2,0.5446533560752869
palmera_312587.png,583,513,628,558,0.2566554546356201,3,0.37347516417503357,4,0.5795704126358032
palmera_312587.png,608,508,655,554,0.2501961290836334,3,0.3826102018356323,2,0.6500300765037537
palmera_312587.png,521,443,566,488,0.2499087154865265,3,0.3059597313404083,4,0.7210108637809753
palmera_312587.png,370,426,416,472,0.24619586765766144,3,0.2443154752254486,2,0.5418271422386169
palmera_312587.png,554,511,598,556,0.2410048097372055,3,0.309749037027359,4,0.704311728477478
palmera_312587.png,563,507,609,553,0.2368413507938385,3,0.3571563959121704,4,0.5515448451042175
palmera_312587.png,527,457,574,504,0.231624573469162,3,0.2751402258872986,4,0.8193088173866272
palmera_312587.png,504,410,547,454,0.2263813465833664,3,0.24458423256874084,4,0.7149137854576111
palmera_312587.png,340,418,386,462,0.22242489457130432,0,0.24120157957077026,2,0.5485540628433228
palmera_312587.png,584,546,629,592,0.21229565143585205,3,0.26750648021698,4,0.58073490858078
palmera_312587.png,523,449,570,496,0.20726391673088074,3,0.24916677176952362,4,0.7601834535598755
palmera_312587.png,584,533,630,580,0.2058972865343094,3,0.31729111075401306,4,0.6443991661071777
palmera_312587.png,573,519,619,565,0.20015017688274384,3,0.3402566909790039,4,0.5612635016441345
palmera_312987.png,207,157,250,199,0.3260335624217987,3,0.306597501039505,5,0.46933645009994507
palmera_312987.png,168,138,216,186,0.30908235907554626,3,0.29345276951789856,4,0.3714695870876312
palmera_312987.png,284,267,331,314,0.30795392394065857,0,0.2789228558540344,4,0.6056070327758789
palmera_312987.png,249,35,295,80,0.3056640326976776,3,0.40345680713653564,3,0.30677366256713867
palmera_312987.png,267,183,312,227,0.3042675256729126,3,0.27758803963661194,5,0.5180347561836243
palmera_312987.png,989,0,1018,50,0.30332425236701965,3,0.22881397604942322,4,0.6609191298484802
palmera_312987.png,904,434,949,478,0.3022329807281494,3,0.2469472438097,2,0.5155924558639526
palmera_312987.png,982,183,1019,230,0.30024445056915283,4,0.22021688520908356,1,0.4548712372779846
palmera_312987.png,163,105,212,152,0.2993299663066864,3,0.24712969362735748,5,0.3817576467990875
palmera_312987.png,794,417,841,463,0.29787886142730713,3,0.2623591125011444,2,0.30675628781318665
palmera_312987.png,926,400,974,446,0.29643380641937256,0,0.23958803713321686,2,0.4998866617679596
palmera_312987.png,86,668,133,716,0.286209374666214,3,0.2368440181016922,4,0.5706683397293091
palmera_312987.png,196,68,243,114,0.2841980457305908,3,0.30173277854919434,0,0.21705958247184753
palmera_312987.png,366,534,412,580,0.28206270933151245,3,0.268286794424057,0,0.30394622683525085
palmera_312987.png,440,400,488,448,0.2810266315937042,3,0.35339146852493286,0,0.30339497327804565
palmera_312987.png,495,282,542,330,0.28026920557022095,3,0.252122700214386,0,0.33521273732185364
palmera_312987.png,71,173,117,220,0.27765655517578125,0,0.2520866096019745,4,0.3364069163799286
palmera_312987.png,226,171,273,218,0.2742602527141571,3,0.26648280024528503,5,0.5638092160224915
palmera_312987.png,257,576,305,624,0.2742161154747009,3,0.34619081020355225,0,0.2944556772708893
palmera_312987.png,52,526,100,574,0.27372074127197266,3,0.2553485333919525,4,0.8535846471786499
palmera_312987.png,251,109,296,155,0.2722416818141937,3,0.38043129444122314,5,0.2522270083427429
palmera_312987.png,214,57,260,104,0.271647572517395,3,0.34227022528648376,0,0.24229373037815094
palmera_312987.png,417,513,461,557,0.2716045379638672,3,0.2502964735031128,2,0.2566319704055786
palmera_312987.png,253,148,299,196,0.27139782905578613,4,0.24000759422779083,5,0.4484747052192688
palmera_312987.png,292,514,340,563,0.2692362666130066,3,0.3867546617984772,4,0.5334624648094177
palmera_312987.png,591,350,639,397,0.26905497908592224,3,0.32017970085144043,0,0.4643828868865967
palmera_312987.png,301,565,346,611,0.26849445700645447,3,0.29931679368019104,2,0.5241811871528625
palmera_312987.png,237,240,282,286,0.2682393193244934,4,0.26398107409477234,5,0.4416601359844208
palmera_312987.png,466,401,513,450,0.2678457200527191,3,0.42476537823677063,0,0.46742451190948486
palmera_312987.png,122,672,169,719,0.2670932114124298,3,0.25157514214515686,4,0.38479581475257874
palmera_312987.png,533,263,579,309,0.2666480839252472,3,0.31594783067703247,0,0.44963759183883667
palmera_312987.png,494,296,543,344,0.26653456687927246,3,0.2557186484336853,0,0.4265383183956146
palmera_312987.png,756,219,805,267,0.26582667231559753,3,0.34884050488471985,5,0.22121718525886536
palmera_312987.png,126,550,175,598,0.2655497193336487,3,0.30503049492836,4,0.817698061466217
palmera_312987.png,525,248,572,295,0.2654338777065277,3,0.3530430495738983,0,0.41107460856437683
palmera_312987.png,178,667,225,714,0.26495933532714844,3,0.28894007205963135,0,0.4236249625682831
palmera_312987.png,147,659,192,706,0.2645605504512787,3,0.30512815713882446,3,0.255154013633728
palmera_312987.png,580,336,629,384,0.2627653479576111,3,0.27987855672836304,0,0.472334086894989
palmera_312987.png,443,393,492,442,0.26156681776046753,3,0.30097877979278564,0,0.29271677136421204
palmera_312987.png,554,392,600,439,0.2614327371120453,0,0.24580353498458862,0,0.42864227294921875
palmera_312987.png,332,279,379,326,0.2608715295791626,4,0.23758850991725922,4,0.5667570233345032
palmera_312987.png,454,260,503,310,0.26021456718444824,3,0.30622023344039917,4,0.39497750997543335
palmera_312987.png,444,368,491,416,0.2593969702720642,3,0.3523560166358948,4,0.3199247717857361
palmera_312987.png,581,318,629,366,0.258783221244812,3,0.2975465655326843,0,0.45136895775794983
palmera_312987.png,164,209,210,256,0.25877153873443604,4,0.3292773962020874,4,0.4864113926887512
palmera_312987.png,112,620,162,669,0.2573070824146271,3,0.2418041080236435,4,0.46157532930374146
palmera_312987.png,661,285,710,333,0.25682151317596436,4,0.23406775295734406,0,0.2864494025707245
palmera_312987.png,582,327,629,375,0.2565973401069641,3,0.3260625898838043,0,0.5135427713394165
palmera_312987.png,286,545,333,591,0.25618651509284973,3,0.427004873752594,2,0.43109971284866333
palmera_312987.png,386,424,433,473,0.2560838460922241,3,0.30708423256874084,4,0.5471580624580383
palmera_312987.png,1,502,48,550,0.25574952363967896,3,0.2511657774448395,4,0.7049725651741028
palmera_312987.png,68,380,116,427,0.2555080056190491,3,0.29868084192276,4,0.919399082660675
palmera_312987.png,792,189,839,235,0.2548705041408539,0,0.22437116503715515,1,0.3214864730834961
palmera_312987.png,486,384,535,432,0.25473278760910034,3,0.3444552719593048,0,0.44793644547462463
palmera_312987.png,503,257,551,305,0.25387999415397644,3,0.3780589997768402,0,0.2906305193901062
palmera_312987.png,380,450,427,497,0.25285616517066956,4,0.2674295902252197,4,0.29302772879600525
palmera_312987.png,616,290,663,337,0.2515392601490021,3,0.24715448915958405,4,0.31165599822998047
palmera_312987.png,633,304,680,351,0.25131380558013916,3,0.3013087213039398,4,0.2994479238986969
palmera_312987.png,738,164,785,211,0.2509814500808716,3,0.2687290906906128,1,0.33461886644363403
palmera_312987.png,594,303,642,351,0.25095510482788086,3,0.29453030228614807,4,0.3657216429710388
palmera_312987.png,166,689,212,729,0.2501581907272339,3,0.39326056838035583,0,0.5507749915122986
palmera_312987.png,312,545,357,589,0.2501097321510315,3,0.36922815442085266,2,0.4943784773349762
palmera_312987.png,628,325,674,371,0.2498549222946167,3,0.3156551420688629,4,0.3701988160610199
palmera_312987.png,132,642,180,691,0.2481444925069809,3,0.3366057276725769,4,0.3490230143070221
palmera_312987.png,532,272,577,318,0.24782118201255798,3,0.2916501760482788,0,0.4528881907463074
palmera_312987.png,501,447,547,492,0.2473592758178711,3,0.25865209102630615,0,0.43274417519569397
palmera_312987.png,350,506,399,555,0.2469121664762497,3,0.307918906211853,4,0.32226166129112244
palmera_312987.png,376,306,422,352,0.24644392728805542,3,0.21501806378364563,4,0.4912118911743164
palmera_312987.png,280,590,329,639,0.2460826188325882,3,0.3152456283569336,0,0.3443332612514496
palmera_312987.png,414,423,464,471,0.2460809201002121,3,0.3359065353870392,4,0.33643046021461487
palmera_312987.png,425,361,472,407,0.24556182324886322,3,0.2703656554222107,4,0.3135601580142975
palmera_312987.png,289,190,335,236,0.24542614817619324,4,0.22884444892406464,5,0.5054361820220947
palmera_312987.png,787,195,833,241,0.24522018432617188,3,0.26639577746391296,1,0.3402251601219177
palmera_312987.png,363,487,410,533,0.24507831037044525,3,0.30600008368492126,4,0.3705654442310333
palmera_312987.png,117,598,164,645,0.24472884833812714,3,0.2697450816631317,4,0.5657246708869934
palmera_312987.png,733,176,780,222,0.24436116218566895,3,0.22474996745586395,1,0.42105546593666077
palmera_312987.png,496,409,543,456,0.24339096248149872,3,0.39202114939689636,0,0.45461082458496094
palmera_312987.png,437,304,482,350,0.24296855926513672,3,0.2989915609359741,4,0.30844923853874207
palmera_312987.png,493,272,541,320,0.24291890859603882,3,0.305190771818161,0,0.387531578540802
palmera_312987.png,590,359,636,408,0.2427028864622116,3,0.3139606714248657,0,0.39437738060951233
palmera_312987.png,750,188,798,235,0.24256999790668488,3,0.2893425226211548,5,0.20079876482486725
palmera_312987.png,240,631,289,680,0.24220974743366241,3,0.2908180356025696,0,0.6185102462768555
palmera_312987.png,432,393,481,442,0.2420109510421753,3,0.2806565761566162,0,0.31783798336982727
palmera_312987.png,537,322,584,370,0.24095271527767181,3,0.3231840431690216,0,0.5301144123077393
palmera_312987.png,622,296,671,344,0.24078454077243805,3,0.2529236972332001,0,0.28594958782196045
